-1.0321677,-1.2732685,-2.4340196,-2.544245,0.9962218
2.4547672,-1.8707252,-1.8490362,-2.6063066,2.1659555
0.2977667,0.04418373,-2.5531678,-2.794179,1.3263073
2.3774033,2.283081,-2.4418426,-2.7780824,1.3247933
1.8018498,-1.9887123,-2.022514,2.8813138,2.8063536
-2.3644645,-0.95421886,-2.772006,2.5249233,0.84851074
-0.044263124,0.18183899,-2.278734,2.525835,1.4028482
1.8348145,2.3888664,2.1667738,-2.2951076,0.69387484
2.0287247,-1.4221389,2.0569859,2.9862008,2.821403
1.7353525,-0.057120323,2.7336955,2.978921,1.8511882
2.4790277,-2.0370183,2.5421743,-2.9919147,2.1527376
1.7589188,-1.9774504,2.3074112,-2.8197057,2.6227112
1.5577993,0.16253853,1.7464147,-2.0321765,1.7644758
-0.5004411,0.47911358,2.3142052,2.6693082,1.2604885
2.6279464,0.97167873,2.0532036,2.89567,1.9087105
2.1899881,-0.41526484,2.261508,2.9118981,2.1341963
2.0747485,-0.034246445,2.1730366,2.9437718,2.5373592
2.2366982,0.58172965,2.257226,2.9193711,1.8106475
1.8534603,1.5103645,2.0797806,-2.6550238,1.4395523
1.151236,0.45967817,2.3387957,2.7468357,1.2622752
1.8641195,0.044273853,1.937963,2.4148397,0.48977852
-1.0047104,-2.330463,2.4785662,2.778431,1.9461508
0.75453615,2.439938,2.7049532,-2.6925106,2.0212607
1.9632077,1.647696,2.447011,2.5137324,2.1128702
2.146482,-0.9655719,2.6239896,-2.9782398,1.4502187
2.479752,1.9002619,2.2615066,2.9028273,0.84338474
1.620717,-2.8823404,2.2439032,-2.9373028,1.8476281
2.2045798,1.7715755,2.034511,-2.355731,2.1119494
2.7934484,-0.023593903,1.9005499,2.3784122,1.3038287
2.3016305,2.723072,2.2420716,2.3294005,0.8974242
2.1871176,-0.8829665,2.1911478,-2.7631123,1.6143246
1.9704952,2.3068943,2.6892862,2.7491636,1.4524431
2.2682028,-0.88121176,2.1120253,-2.8688486,2.7952428
-2.0933769,-1.5949138,2.4620423,2.6505008,1.3847852
1.518187,1.0779138,1.9843841,-2.3985922,0.93856645
2.1200962,0.28884792,2.3570008,2.4002576,1.0741153
2.5461783,1.9038572,1.9098821,-2.8136072,1.566637
0.8098674,0.3752427,2.215085,2.5348473,1.9477978
0.20868945,-0.19435477,2.451604,2.8217158,1.1824541
0.0027370453,-0.838691,2.3687582,2.9337568,1.9117742
1.7135134,2.5311108,2.962142,2.7506175,0.9119034
1.6573095,-1.8560914,1.9491673,2.5560484,1.4348593
2.2276468,-2.910631,2.3364625,-2.9969583,1.3882227
1.3423281,-1.8126323,2.1583118,2.528388,1.0760641
2.7652402,0.38093948,2.3012018,2.9389505,2.212749
