-2.3171177,-0.67016023,-2.1414177,-1.8090934,-0.29635602,1.1905177,1.5563022,1.6671114,1.0037125,0.00029414112
-1.3837306,-0.5590371,-1.3033376,-1.1356099,-0.4705437,1.2832922,1.7507428,1.364429,0.064568445,-0.14946605
-1.3517523,-0.5825401,-0.57078594,-1.3236331,-0.6803713,0.38430092,1.2060249,0.85910773,0.45074028,-0.3988641
-2.6419253,-0.44026852,-1.6334199,-1.395875,-0.8999688,0.7922293,2.0737123,1.7647727,0.6535359,0.2949309
-1.3444144,-0.4868575,-0.7481103,-0.54303247,-0.56274414,0.8199183,1.4200556,0.97495306,-0.36221457,0.52047324
-1.5642779,-0.42450368,-0.6815521,-1.2070848,-1.0609348,0.44642624,1.6609211,0.88739157,0.47317815,0.5049914
-1.2083987,-0.41915825,-1.5937852,-1.0155096,-0.34708282,0.9149911,1.0384632,0.8795474,0.01780804,-0.12460579
-2.2118273,-0.8143728,-1.9742684,-1.2305857,-0.5220178,0.89094526,2.509081,2.1654835,-0.24281015,0.18472533
-1.4643555,-0.8770693,-1.381175,-0.93957794,-0.73213077,0.6087695,2.0853481,1.3859677,0.22188123,0.46061435
-1.5881258,-0.64271677,-1.5025191,-1.0891163,-0.20227197,1.1457024,1.9803946,1.7998657,0.47837034,-0.4164441
-1.2821038,-0.23804833,-1.194635,-0.87467325,-0.448521,0.5622205,1.317278,1.2955616,0.43179697,0.3254951
-2.8214054,-0.5383413,-1.3947817,-1.6397436,-1.3277758,0.9866419,2.7740726,2.41832,0.7736119,-0.24784882
-3.0036423,-0.8667775,-1.0876349,-1.940675,-1.0384781,1.0090632,2.243446,1.3626493,1.1954975,1.0571003
-3.0553184,-1.0798626,-2.265514,-2.7884955,-1.3765353,0.9790941,3.2057137,3.0183234,1.4433107,-0.091391616
-2.1686811,-0.895777,-1.5588574,-1.7568988,-1.1421158,0.97566974,2.7215083,1.94264,0.77114004,0.57172906
-1.0718366,-0.5674768,-0.9769258,-0.58336127,-0.31420806,0.38193822,1.1804867,0.9240207,-0.2608131,-0.27555907
-1.2674937,-0.7121496,-0.93383324,-1.014692,-0.37637162,0.79888666,1.2868826,1.1504737,0.22719836,-0.07398954
-1.8653108,-0.4162221,-1.2201012,-1.4447186,-0.5264747,0.6868035,1.9814346,1.2288921,0.27224338,-0.1576971
-1.1062595,-0.8569213,-0.80051315,-0.5518616,-0.529126,0.41847217,1.4828496,0.87455547,0.1788793,0.599442
-1.4784106,-1.3073058,-1.2114253,-1.3047391,-0.11199995,1.127847,2.0908718,1.2414982,0.31248334,-0.40474537
-1.0035006,-0.03257838,-0.5104069,-0.6965651,-0.4347046,0.92735535,1.3050164,1.0610139,0.076460354,-0.1262649
-1.4518161,-0.52898693,-1.6510675,-1.0585096,-0.3596572,0.4624792,1.7047241,1.2581025,0.40827328,0.692111
-1.5512987,-0.5307183,-0.96226424,-1.1148393,-0.3608789,0.87088776,1.8258173,1.8560027,0.20317744,0.05551438
-1.6747742,-0.72105885,-1.5507687,-1.3383589,-0.7395676,0.4401715,1.730969,1.4333128,-0.19642672,-0.52540016
-1.0636305,-0.94250387,-1.4489927,-0.7225553,-0.4449622,1.1630657,2.1058426,1.7674714,0.31739798,-0.01834085
-1.2264705,-1.0171732,-1.2081228,-1.1316863,-0.5592895,0.56210285,1.254393,1.4344869,0.15490213,0.07465042
-1.357963,-0.5471731,-0.712931,-1.2120678,-0.28626052,0.6128454,1.8804742,1.266159,0.36830187,-0.06744757
